"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"22.01.2021","3.525,58","3.481,78","3.537,05","3.477,48","4,42K","1,32%"
"21.01.2021","3.479,66","3.467,00","3.492,60","3.450,00","4,74K","0,43%"
"20.01.2021","3.464,88","3.491,66","3.496,00","3.463,49","3,77K","-0,71%"
"19.01.2021","3.489,53","3.478,00","3.508,69","3.451,05","4,73K","0,39%"
"18.01.2021","3.475,88","3.462,10","3.482,84","3.461,54","0,67K","0,46%"
"15.01.2021","3.459,98","3.446,44","3.480,30","3.446,44","4,60K","0,45%"
"14.01.2021","3.444,31","3.476,94","3.484,40","3.445,78","4,48K","-0,87%"
"13.01.2021","3.474,69","3.477,00","3.497,79","3.463,21","4,81K","0,00%"
"12.01.2021","3.474,75","3.501,00","3.504,58","3.462,60","4,10K","-0,50%"
"11.01.2021","3.492,25","3.468,90","3.525,82","3.464,77","3,65K","0,75%"
"08.01.2021","3.466,40","3.489,99","3.500,01","3.465,01","5,33K","-0,59%"
"07.01.2021","3.486,99","3.414,55","3.495,70","3.411,84","7,74K","2,19%"
"06.01.2021","3.412,30","3.444,00","3.444,63","3.409,75","8,39K","-0,84%"
"05.01.2021","3.441,25","3.449,50","3.470,02","3.429,73","7,60K","-0,18%"
"04.01.2021","3.447,50","3.422,00","3.453,62","3.379,71","7,36K","0,97%"
"01.01.2021","3.414,50","3.422,00","3.422,00","3.422,00","","0,00%"
"31.12.2020","3.414,50","3.422,00","3.436,47","3.412,51","0,62K","-0,15%"
"30.12.2020","3.419,50","3.474,50","3.475,16","3.413,88","0,96K","-1,51%"
"29.12.2020","3.472,00","3.500,00","3.508,23","3.471,10","1,13K","-0,69%"
"28.12.2020","3.496,25","3.515,00","3.515,75","3.480,00","1,08K","-0,47%"
"25.12.2020","3.512,75","3.515,00","3.515,00","3.515,00","","0,00%"
"24.12.2020","3.512,75","3.500,00","3.521,64","3.479,75","0,98K","0,43%"
"23.12.2020","3.497,75","3.465,00","3.502,45","3.455,00","1,24K","1,01%"
"22.12.2020","3.462,75","3.431,00","3.466,00","3.423,90","7,34K","0,99%"
"21.12.2020","3.428,75","3.419,50","3.474,80","3.419,50","1,06K","0,34%"
"18.12.2020","3.417,25","3.414,10","3.427,95","3.410,82","6,33K","0,16%"
"17.12.2020","3.411,85","3.420,61","3.421,70","3.399,80","5,91K","-0,18%"
"16.12.2020","3.418,11","3.419,70","3.423,92","3.404,93","6,65K","0,03%"
"15.12.2020","3.417,20","3.428,00","3.435,85","3.414,15","6,61K","-0,24%"
"14.12.2020","3.425,50","3.438,10","3.439,50","3.409,00","4,73K","-0,29%"
"11.12.2020","3.435,60","3.420,45","3.441,95","3.416,55","6,62K","0,52%"
"10.12.2020","3.417,95","3.476,50","3.483,00","3.418,50","8,58K","-1,61%"
"09.12.2020","3.474,00","3.490,50","3.496,18","3.453,70","6,81K","-0,42%"
"08.12.2020","3.488,50","3.490,00","3.501,03","3.480,53","4,00K","0,01%"
"07.12.2020","3.488,00","3.466,00","3.496,09","3.466,00","7,36K","0,69%"
"04.12.2020","3.464,00","3.468,50","3.478,00","3.451,00","8,08K","-0,07%"
"03.12.2020","3.466,50","3.522,02","3.526,48","3.468,50","8,84K","-1,52%"
"02.12.2020","3.520,02","3.548,50","3.564,38","3.521,70","9,55K","-0,75%"
"01.12.2020","3.546,50","3.596,25","3.597,58","3.540,60","7,73K","-1,33%"
"30.11.2020","3.594,25","3.606,90","3.613,24","3.580,39","9,02K","-0,30%"
"27.11.2020","3.604,90","3.617,70","3.628,50","3.604,10","5,82K","-0,30%"
"26.11.2020","3.615,70","3.617,70","3.628,63","3.608,03","8,59K","0,00%"
"25.11.2020","3.615,70","3.636,00","3.647,00","3.611,34","7,51K","-0,50%"
"24.11.2020","3.634,00","3.647,55","3.656,07","3.629,25","7,83K","-0,32%"
"23.11.2020","3.645,55","3.632,95","3.649,22","3.611,00","8,22K","0,40%"
"20.11.2020","3.630,95","3.649,95","3.665,13","3.628,50","7,82K","-0,47%"
"19.11.2020","3.647,95","3.643,50","3.659,13","3.637,90","8,07K","0,18%"
"18.11.2020","3.641,50","3.644,50","3.659,51","3.623,69","7,27K","-0,03%"
"17.11.2020","3.642,50","3.644,40","3.652,90","3.617,65","8,24K","0,19%"
"16.11.2020","3.635,65","3.643,40","3.648,17","3.630,28","4,45K","-0,14%"
"13.11.2020","3.640,90","3.644,05","3.651,00","3.630,68","7,61K","-0,02%"
"12.11.2020","3.641,55","3.639,00","3.667,45","3.632,00","7,95K","0,21%"
"11.11.2020","3.634,00","3.631,50","3.646,47","3.623,81","0,73K","0,17%"
"10.11.2020","3.627,75","3.649,21","3.673,50","3.625,90","8,28K","-0,53%"
"09.11.2020","3.647,08","3.723,00","3.723,93","3.622,50","7,99K","-1,98%"
"06.11.2020","3.720,75","3.754,00","3.775,00","3.719,15","8,60K","-0,83%"
"05.11.2020","3.751,75","3.815,82","3.819,03","3.752,00","8,80K","-1,62%"
"04.11.2020","3.813,57","3.819,50","3.825,50","3.787,00","8,17K","-0,10%"
"03.11.2020","3.817,50","3.869,35","3.872,23","3.811,00","6,76K","-1,18%"
"02.11.2020","3.863,10","3.870,35","3.882,79","3.860,03","6,23K","-0,15%"
"30.10.2020","3.868,85","3.861,25","3.873,50","3.846,97","6,97K","0,24%"
"29.10.2020","3.859,75","3.830,00","3.866,00","3.828,92","3,69K","0,82%"
"28.10.2020","3.828,50","3.809,60","3.854,90","3.805,70","7,53K","0,55%"
"27.10.2020","3.807,60","3.814,85","3.820,15","3.797,88","6,35K","-0,14%"
"26.10.2020","3.812,85","3.789,50","3.818,77","3.783,89","5,16K","0,67%"
"23.10.2020","3.787,50","3.784,00","3.793,49","3.770,00","5,84K","0,15%"
"22.10.2020","3.782,00","3.766,50","3.795,90","3.754,50","6,38K","0,46%"
"21.10.2020","3.764,50","3.825,00","3.829,00","3.763,95","7,10K","-1,53%"
"20.10.2020","3.823,00","3.844,75","3.847,43","3.816,70","6,62K","-0,51%"
"19.10.2020","3.842,75","3.848,10","3.849,88","3.834,50","5,76K","-0,09%"
"16.10.2020","3.846,10","3.850,25","3.852,00","3.827,68","3,03K","-0,06%"
"15.10.2020","3.848,25","3.839,00","3.862,74","3.837,11","3,22K","0,29%"
"14.10.2020","3.837,00","3.862,00","3.863,02","3.835,00","1,21K","-0,60%"
"13.10.2020","3.860,00","3.828,00","3.864,02","3.825,92","3,34K","0,95%"
"12.10.2020","3.823,50","3.828,00","3.834,86","3.825,85","0,90K","0,00%"
"09.10.2020","3.823,50","3.839,50","3.839,90","3.814,95","4,07K","-0,37%"
"08.10.2020","3.837,75","3.844,20","3.848,80","3.830,72","3,62K","-0,12%"
"07.10.2020","3.842,45","3.833,00","3.850,00","3.808,88","4,31K","0,29%"
"06.10.2020","3.831,25","3.829,59","3.845,50","3.807,03","5,08K","0,09%"
"05.10.2020","3.827,84","3.872,00","3.878,24","3.827,38","4,92K","-1,08%"
"02.10.2020","3.869,75","3.845,50","3.905,45","3.845,50","5,42K","0,69%"
"01.10.2020","3.843,25","3.827,00","3.858,50","3.797,32","4,77K","0,47%"
